receiver_id,receiver,posteam
00-0029293,M.Jones,"CIN, DET, JAX"
00-0031939,M.Jones,WAS
00-0024275,M.Jones-Drew,"JAX, LV"
00-0022796,M.Karney,"LA, NO"
00-0026191,M.Kelly,WAS
00-0033481,M.Kemp,KC
00-0018981,M.Knight,LV
00-0027352,M.Komar,ARI
00-0022219,M.Kranchick,PIT
00-0031744,M.LaCosse,"DEN, NE, NYG"
00-0026132,M.Lawrence,BAL
00-0019435,M.Leach,TEN
00-0031431,M.Lee,JAX
00-0031788,M.Lengel,"CIN, NE"
00-0027995,M.Leshoure,DET
00-0019600,M.Lewis,NO
00-0024243,M.Lewis,"GB, JAX"
00-0010146,M.Lucky,DAL
00-0025399,M.Lynch,"BUF, LV, SEA"
00-0010202,M.Lyons,PIT
00-0033951,M.Mack,IND
00-0028574,M.Madu,TB
00-0026235,M.Manningham,"NYG, SF"
00-0027816,M.Mariani,"CHI, TEN"
00-0032268,M.Mariota,TEN
00-0024561,M.Mason,WAS
00-0027026,M.Massaquoi,CLE
00-0024682,M.Matthews,"NE, NYG"
00-0023655,M.Maxwell,CIN
00-0032937,M.McCaffrey,JAX
00-0026249,M.McGlynn,PHI
00-0020308,M.McMahon,DET
00-0028651,M.McNeill,LA
00-0029424,M.McNutt,"CAR, PHI"
00-0025520,M.Milner,ATL
00-0020272,M.Minnis,KC
00-0026959,M.Mitchell,WAS
00-0032400,M.Mitchell,NE
00-0022217,M.Moore,"IND, MIN, PIT"
00-0021182,M.Morris,"DET, SEA"
00-0011795,M.Muhammad,"CAR, CHI"
00-0026008,M.Mulligan,"BUF, DET, LA, NE, NYJ"
00-0021352,M.Murphy,"DET, HOU"
00-0031959,M.Murphy,"BUF, NO"
00-0023981,M.Nance,MIN
00-0011932,M.Nash,"BAL, DEN"
00-0035328,M.Nelson,DET
00-0020508,M.Norris,"DET, HOU, SF"
00-0026999,M.Oher,BAL
00-0025610,M.Otto,TEN
00-0024103,M.Owens,JAX
00-0027202,M.Palmer,"ATL, PIT"
00-0036245,M.Perry,MIA
00-0013013,M.Pittman,"ARI, DEN, TB"
00-0036252,M.Pittman,IND
00-0013080,M.Pollard,"ATL, DET, IND, SEA"
00-0027870,M.Pouncey,PIT
00-0013173,M.Powell,NO
00-0028362,M.Preston,TEN
00-0013258,M.Pritchard,SEA
00-0031585,M.Pruitt,"CHI, MIN, TEN"
00-0026396,M.Purify,CIN
00-0026393,M.Reece,"LV, SEA"
00-0029164,M.Remmers,KC
00-0013712,M.Ricks,"DET, KC, LAC"
00-0030514,M.Rivera,LV
00-0020187,M.Rivers,"HOU, NYG"
00-0013792,M.Roan,TEN
00-0020345,M.Roberg,IND
00-0033559,M.Roberts,DET
00-0013888,M.Robinson,"BAL, CHI, MIN"
00-0024315,M.Robinson,"SEA, SF"
00-0023476,M.Roos,TEN
00-0020542,M.Ross,"CAR, JAX"
00-0026251,M.Rucker,"CLE, JAX"
00-0026143,M.Ryan,ATL
00-0035243,M.Sanders,PHI
00-0029632,M.Sanu,"ATL, CIN, DET, NE, SF"
00-0036698,M.Sargent,JAX
00-0022787,M.Schaub,"ATL, HOU"
00-0021084,M.Schobel,"CIN, PHI"
00-0033798,M.Schreck,CIN
00-0029253,M.Schwartz,CLE
00-0022129,M.Seidman,CAR
00-0014655,M.Sellers,"CLE, WAS"
00-0020022,M.Shipp,ARI
00-0027809,M.Shuler,"JAX, MIA"
00-0025466,"M.Sims-Walker, M.Walker","JAX, LA"
00-0026293,M.Slater,NE
00-0026500,M.Slauson,NYJ
00-0018977,M.Smith,ATL
00-0022130,"M.Smith, Mu.Smith",BAL
00-0025464,M.Spaeth,"CHI, PIT"
00-0015441,M.Spears,KC
00-0023968,M.Spurlock,"ARI, CHI, JAX, LAC, TB"
00-0026498,M.Stafford,"DET, LA"
00-0024305,M.Stovall,"DET, TB"
00-0036482,M.Strachan,IND
00-0015830,M.Strong,SEA
00-0019502,M.Tauscher,GB
00-0035480,M.Taylor,GB
00-0027757,M.Tennant,PHI
00-0026577,M.Thigpen,"MIA, TB"
00-0016296,M.Thomas,NYG
00-0027076,M.Thomas,"DET, JAX"
00-0032765,M.Thomas,NO
00-0033114,M.Thomas,"CIN, LA"
00-0026069,M.Tolbert,"BUF, CAR, LAC"
00-0027412,M.Tonga,LV
00-0022821,M.Turner,"ATL, LAC"
00-0034867,M.Turner,"DAL, SEA"
00-0027573,M.Unrein,DEN
00-0034272,M.Valdes-Scantling,GB
00-0020245,M.Vick,ATL
00-0016960,M.Vrabel,"KC, NE"
00-0016990,M.Wahle,GB
00-0035374,M.Walker,JAX
00-0026901,M.Wallace,"BAL, MIA, MIN, PHI, PIT"
00-0034679,M.Walton,"CIN, MIA"
00-0017428,M.Wells,CHI
00-0017470,M.Westbrook,"CIN, WAS"
00-0030460,M.Wheaton,"CHI, PIT"
00-0030274,M.White,"GB, NYG"
00-0034401,M.White,NYJ
00-0035771,M.Wilcox,CIN
00-0019614,M.Wiley,DAL
00-0022009,M.Wilhelm,LAC
00-0017892,M.Williams,"BAL, MIN"
00-0023452,M.Williams,"DET, LV, SEA"
00-0030110,M.Williams,NE
00-0031151,M.Williams,NYJ
00-0031558,M.Williams,"ARI, BAL"
00-0033536,M.Williams,LAC
00-0033796,M.Williams,CLE
00-0024756,M.Willis,"BAL, DEN"
00-0030047,M.Wilson,CHI
00-0020387,M.Wynn,"BAL, TB"
00-0031549,N.Agholor,"LV, NE, PHI"
00-0035149,N.Allegretti,KC
00-0034433,N.Bawden,"DET, NYJ"
00-0028292,N.Bellore,"DET, NYJ, SEA"
00-0031598,N.Boyle,BAL
00-0002005,N.Brown,PHI
00-0033591,N.Brown,DAL
00-0021999,N.Burleson,"DET, MIN, SEA"
00-0027780,N.Byham,"SF, TB"
00-0034791,N.Chubb,CLE
00-0036554,N.Collins,HOU
00-0021252,N.Davenport,"GB, IND, PIT"
00-0029358,N.Eachus,KC
00-0035644,N.Fant,DEN
00-0029567,N.Foles,PHI
00-0034445,N.Gates,NYG
00-0019831,N.Goings,CAR
00-0036637,N.Gray,KC
00-0036893,N.Harris,PIT
00-0035624,N.Harry,NE
00-0023676,N.Herron,GB
00-0034367,N.Hines,IND
00-0026100,N.Hughes,JAX
00-0020617,N.Jackson,DEN
00-0030806,N.Jacobs,JAX
00-0008229,N.Jacquet,"LAC, MIA"
00-0030512,N.Kasa,LV
00-0009038,N.Kaufman,LV
00-0034192,N.Keizer,KC
00-0032773,N.Kwiatkoski,CHI
00-0022907,N.Lawrie,"CIN, NO, TB"
00-0017896,"N.Luchey, N.Williams","CIN, GB"
00-0024244,N.Mangold,NYJ
00-0011081,N.Means,LAC
00-0026536,N.Miller,"LA, LV"
00-0032117,N.O'Leary,"BUF, JAX, MIA"
00-0028906,N.Palmer,IND
00-0028093,N.Paul,"JAX, WAS"
00-0020021,N.Poole,"ARI, NO"
00-0027220,N.Roosevelt,BUF
00-0035669,N.Scott,LA
00-0027955,N.Solder,NE
00-0032120,N.Sterling,"JAX, NYJ"
00-0023774,N.Tahi,MIN
00-0036005,N.Togiai,IND
00-0029667,N.Toon,NO
00-0020226,N.Turner,LAC
00-0032394,N.Vannett,"DEN, NO, PIT, SEA"
00-0023367,N.Washington,"HOU, PIT, TEN"
00-0036182,N.Westbrook-Ikhine,TEN
00-0029848,N.Williams,"ATL, LA, TEN, WAS"
00-0000552,O.Ayanbadejo,"ARI, BAL, MIA"
00-0031235,"O.Beckham, O.Beckham Jr.","CLE, LA, NYG"
00-0001397,O.Bobo,CLE
00-0029414,O.Charles,"CIN, CLE, KC"
00-0024313,O.Daniels,"BAL, DEN, HOU"
00-0030860,O.Darkwa,"MIA, NYG"
00-0021087,O.Easy,KC
00-0005668,O.Gadsden,MIA
00-0005816,O.Gary,"DEN, DET"
00-0033879,O.Howard,TB
00-0023891,O.Hoyte,DAL
00-0035006,O.Johnson,MIN
00-0009472,O.Kreutz,CHI
00-0028062,O.Marecic,CLE
00-0010824,O.McDuffie,MIA
00-0022143,O.Mughelli,"ATL, BAL"
00-0025562,O.O'Neal,LV
00-0014350,O.Santiago,"ATL, CLE, LV"
00-0026303,O.Schmitt,"PHI, SEA"
00-0023151,O.Small,TEN
00-0022138,O.Smith,MIN
00-0026399,O.Sobomehin,NO
00-0035208,O.Zaccheaus,ATL
00-0032741,P.Barber,"LV, TB, WAS"
00-0019164,P.Batteaux,LAC
00-0033439,P.Brown,"CLE, HOU"
00-0019642,P.Burress,"NYG, NYJ, PIT"
00-0035639,P.Campbell,IND
00-0002985,P.Chryplewicz,DET
00-0024172,P.Cobbs,MIA
00-0033111,P.Cooper,"ARI, CAR, LA, NYG"
00-0022766,P.Crayton,"DAL, LAC"
00-0019353,P.Crosby,BUF
00-0028581,P.DiMarco,"ATL, BUF, KC"
00-0032208,P.Dorsett,"HOU, IND, JAX, NE, SEA"
00-0029227,P.Edwards,DET
00-0022578,P.Fleck,SF
00-0005532,P.Franklin,NO
00-0036894,P.Freiermuth,PIT
00-0026345,P.Garcon,"IND, SF, WAS"
00-0006804,P.Hape,"DEN, TB"
00-0035022,P.Hart,SEA
00-0026998,P.Harvin,"BUF, MIN, NYJ, SEA"
00-0035572,P.Hesse,ATL
00-0026367,P.Hillis,"CLE, DEN, KC, NYG"
00-0007661,P.Holmes,"BAL, KC"
00-0026331,P.Hubbard,BUF
00-0023248,P.Irons,CLE
00-0008300,P.Jeffers,CAR
00-0008598,P.Johnson,"BAL, JAX, WAS"
00-0009137,P.Kendall,WAS
00-0035342,P.Laird,MIA
00-0031706,P.Lasike,CHI
00-0034109,P.Lindsay,"DEN, HOU, MIA"
00-0033873,P.Mahomes,KC
00-0010341,P.Mannelly,CHI
00-0010346,P.Manning,IND
00-0027145,P.McAfee,IND
00-0032679,P.McRoberts,LA
00-0011425,P.Mitchell,"DET, JAX, NYG"
00-0027450,P.Parker,"NYG, TB"
00-0019533,P.Pass,NE
00-0032417,P.Perkins,"DET, NYG"
00-0027943,P.Peterson,ARI
00-0023881,P.Pope,DEN
00-0013232,P.Price,"ATL, BUF, DAL"
00-0013255,P.Prioleau,BUF
00-0033376,P.Ricard,BAL
00-0031257,P.Richardson,"SEA, WAS"
00-0022942,P.Rivers,LAC
00-0014809,P.Shields,IND
00-0019673,P.Smith,"DET, SF"
00-0028987,P.Supernaw,"BAL, KC, TEN"
00-0028613,P.Tanner,DAL
00-0035973,P.Taylor,GB
00-0024813,P.Thomas,"NO, WAS"
00-0027059,P.Turner,NYJ
00-0032841,P.Turner,PHI
00-0033275,P.Walker,CAR
00-0023657,P.Warren,TB
00-0019455,P.Warrick,"CIN, SEA"
00-0019916,P.Washington,JAX
00-0025467,P.Williams,TEN
00-0035350,P.Williams,MIA
00-0031514,Q.Bray,IND
00-0036277,Q.Cephus,DET
00-0026716,Q.Cosby,CIN
00-0032007,Q.Dunbar,WAS
00-0004705,Q.Early,NYJ
00-0031023,Q.Enunwa,NYJ
00-0024460,Q.Ganther,"BUF, SEA, TEN, WAS"
00-0022095,Q.Griffin,DEN
00-0008059,Q.Ismail,"BAL, IND"
00-0027106,Q.Johnson,"GB, TEN"
00-0027122,Q.Lawrence,KC
00-0020340,Q.McCord,ATL
00-0020427,Q.Morgan,"CLE, DAL, PIT"
00-0035273,Q.Ollison,ATL
00-0030450,Q.Patton,SF
00-0027437,Q.Porter,LA
00-0024380,Q.Sypniewski,BAL
00-0036271,Q.Watkins,PHI
00-0000007,R.Abdullah,"CHI, NE, TB"
00-0033957,R.Adams,CHI
00-0030653,R.Agnew,CLE
00-0021890,R.Alston,CLE
00-0000339,R.Anderson,"DAL, NYJ"
00-0032688,"R.Anderson, Ro.Anderson","CAR, NYJ"
00-0022041,R.Angulo,"JAX, LA, MIN"
00-0000387,R.Anthony,TB
00-0035268,R.Armstead,JAX
00-0019919,"Ra.Williams, R.Williams","DAL, LV"
00-0019454,R.Baker,MIA
00-0026902,R.Barden,NYG
00-0000765,R.Barlow,"JAX, TB"
00-0036550,R.Bateman,BAL
00-0021788,R.Bellamy,MIA
00-0021250,R.Boiman,IND
00-0034578,R.Bonnafon,CAR
00-0019826,R.Bowers,"CLE, PIT"
00-0027583,R.Brockel,CAR
00-0001848,R.Brooks,DEN
00-0002027,R.Brown,SEA
00-0002041,R.Brown,BUF
00-0023437,R.Brown,"HOU, LAC, MIA, PHI"
00-0023470,R.Brown,PHI
00-0029209,R.Broyles,DET
00-0030288,R.Burkhead,"CIN, HOU, NE"
00-0024217,R.Bush,"BUF, DET, MIA, NO, SF"
00-0021176,R.Caldwell,"LAC, NE, WAS"
00-0002701,R.Carruth,CAR
00-0022431,R.Carthon,IND
00-0021357,R.Cartwright,"LV, WAS"
00-0002873,R.Chancey,LAC
00-0028002,R.Cobb,"DAL, GB, HOU"
00-0003310,R.Collins,BAL
00-0019725,R.Cooper,DET
00-0027758,R.Cooper,PHI
00-0034054,R.Cracraft,"DEN, SF"
00-0022564,R.Cruz,KC
00-0021337,R.Curry,LV
00-0018608,R.Davis,LAC
00-0023429,R.Davis,"CHI, DET"
00-0033530,R.Davis,"PHI, WAS"
00-0034034,R.Davis,TEN
00-0019643,R.Dayne,"DEN, HOU, NYG"
00-0021189,R.Denney,BUF
00-0027612,R.D'Imperio,MIN
00-0019662,R.Dixon,NYG
00-0019610,R.Droughns,"CLE, DEN, DET, NYG"
00-0004574,R.Dudley,"CLE, LV, TB"
00-0019708,R.Dugans,CIN
00-0034073,R.Dwelley,SF
00-0004774,R.Edwards,MIA
00-0029587,R.Ellison,"MIN, NYG"
00-0020428,R.Ferguson,"GB, MIN"
00-0023682,R.Fitzpatrick,"CIN, MIA, TEN"
00-0034510,R.Foster,"BUF, WAS"
00-0034838,R.Freeman,"CAR, DEN, HOU"
00-0034660,R.Gafford,LV
00-0034411,R.Gage,ATL
00-0005741,R.Gannon,LV
00-0020525,R.Gardner,"CAR, GB, KC, WAS"
00-0033054,R.Gathers,DAL
00-0020320,R.Germany,BUF
00-0036187,R.Gilliam,BUF
00-0027585,R.Goodman,LAC
00-0028119,R.Gordon,"KC, LV"
00-0030233,R.Graham,HOU
00-0022984,R.Grant,GB
00-0031068,R.Grant,"IND, LV, WAS"
00-0032170,R.Greene,JAX
00-0029665,R.Griffin,WAS
00-0030108,R.Griffin,"HOU, NYJ"
00-0006458,R.Griffith,JAX
00-0027656,R.Gronkowski,"NE, TB"
00-0022121,R.Grossman,CHI
00-0025556,R.Hall,IND
00-0021282,R.Hannam,SEA
00-0006989,R.Harris,"DEN, NE"
00-0006994,R.Harris,ATL
00-0028043,R.Helu,"LV, WAS"
00-0031187,R.Herron,TB
00-0030780,R.Hewitt,"CIN, IND"
00-0007387,R.Hicks,BUF
00-0032977,R.Higgins,CLE
00-0029683,R.Hillman,"DEN, LAC, MIN"
00-0007579,R.Holcombe,"LA, TEN"
00-0028007,R.Housler,"ARI, CHI, CLE"
00-0028345,R.Hughes,"ARI, IND"
00-0007969,R.Huntley,"CAR, PIT"
00-0020984,R.Hymes,BAL
00-0008060,R.Ismail,DAL
00-0034439,R.Izzo,NE
00-0008178,R.Jackson,CLE
00-0034286,"R.James, R.James Jr.",SF
00-0019025,R.Jenkins,"LAC, LV"
00-0027155,R.Jennings,"JAX, LV, NYG"
00-0008612,R.Johnson,BUF
00-0021242,R.Johnson,BAL
00-0021868,R.Johnson,WAS
00-0020407,"R.Johnson, Ru.Johnson","CIN, DET"
00-0008841,R.Jones,LAC
00-0021685,R.Jones,MIN
00-0034816,R.Jones,TB
00-0008921,R.Jordan,LV
00-0032371,R.Kelley,WAS
00-0009119,R.Kelly,"ATL, CIN"
00-0032383,R.Kelly,IND
00-0021018,R.Kent,HOU
00-0009417,R.Konrad,MIA
00-0022759,R.Krause,"GB, LAC"
00-0021673,R.Lee,"DAL, GB, LV"
00-0032659,R.Lewis,NYG
00-0028442,R.Lockette,SEA
00-0033079,R.Louis,CLE
00-0028486,R.Mahaffey,IND
00-0021509,R.Mahe,PHI
00-0032650,R.Malleck,HOU
00-0023607,R.Marshall,SF
00-0022421,R.Martin,"BUF, GB, LA, SEA"
00-0027864,"R.Mathews, Ry.Mathews","LAC, PHI"
00-0029580,R.Matthews,"MIA, NYJ, TEN"
00-0025568,"R.Maui'a, R.Mauia","ARI, MIA"
00-0033773,R.McCarron,NE
00-0034407,R.McCloud,"BUF, PIT"
00-0010790,R.McDaniel,TB
00-0028899,R.McLeod,LA
00-0036652,R.McMath,TEN
00-0021236,R.McMichael,"LA, LAC, MIA"
00-0025414,R.Meachem,"LAC, NO"
00-0019534,R.Mealey,GB
00-0026163,R.Mendenhall,"ARI, PIT"
00-0023512,R.Moats,"HOU, PHI"
00-0011488,R.Monroe,"ATL, CLE"
00-0011601,R.Moore,ARI
00-0036936,R.Moore,ARI
00-0011754,R.Moss,"LV, MIN, NE, SF, TEN"
00-0031687,R.Mostert,SF
00-0026334,R.Mundy,PIT
00-0028416,R.Murphy,JAX
00-0034597,R.Nall,CHI
00-0018578,R.Neufeld,BUF
00-0021560,R.Newhouse,ARI
00-0030741,R.Nix,PIT
00-0012293,R.Oben,LAC
00-0033374,R.Ortiz,"ATL, NO"
00-0022582,R.Owens,"LA, MIN"
00-0022909,"Roy E, R.Williams","CHI, DAL, DET"
00-0023490,R.Parrish,BUF
00-0034750,R.Penny,SEA
00-0013176,R.Powell,CLE
00-0019913,R.Prince,JAX
00-0013268,R.Proehl,"CAR, IND, LA"
00-0026804,R.Purvis,TB
00-0027040,R.Quinn,DEN
00-0029262,R.Randle,NYG
00-0013523,R.Reed,LAC
00-0013643,R.Rice,DET
00-0026195,R.Rice,BAL
00-0030162,R.Richardson,TEN
00-0035590,R.Ridley,CHI
00-0013785,R.Rivers,"ATL, DET"
00-0025505,R.Robinson,CAR
00-0031384,R.Rodgers,"GB, PHI"
00-0030187,R.Ross,WAS
00-0021273,R.Royal,"BUF, CLE, WAS"
00-0014211,R.Rutledge,"HOU, NE"
00-0033611,R.Seals-Jones,"ARI, CLE, KC, WAS"
00-0014759,R.Shehee,KC
00-0030147,R.Shepard,"CAR, NYG, TB"
00-0019453,R.Smart,CAR
00-0015286,R.Smith,MIN
00-0015290,R.Smith,DEN
00-0022561,R.Smith,KC
00-0029934,R.Smith,CLE
00-0031900,R.Smith,DAL
00-0035957,R.Smith,CAR
00-0019604,R.Soward,JAX
00-0030175,R.Spadola,NYJ
00-0036875,R.Stevenson,NE
00-0029129,R.Streater,"LV, SF"
00-0026968,R.Succop,TEN
00-0015980,R.Swinton,"DAL, DET"
00-0033562,R.Switzer,"DAL, PIT"
00-0029701,R.Tannehill,"MIA, TEN"
00-0016061,R.Tate,MIN
00-0028156,R.Taylor,GB
00-0031533,R.Telfer,CLE
00-0016316,R.Thomas,DAL
00-0016321,R.Thomas,"ATL, TEN"
00-0034221,R.Thomas,MIN
00-0033757,R.Tonyan,GB
00-0026279,R.Torain,WAS
00-0021409,R.Trafford,BUF
00-0032319,R.Travis,"IND, KC"
00-0016660,R.Tucker,"CLE, LA"
00-0029273,R.Turbin,"CLE, DAL, IND, SEA"
00-0027358,R.Wallace,MIA
00-0017322,R.Watters,SEA
00-0020498,R.Wayne,IND
00-0017480,R.Wetnight,"CHI, GB"
00-0028105,R.Whalen,CIN
00-0023462,R.White,ATL
00-0017915,R.Williams,"BAL, MIA, NO"
00-0017922,R.Williams,LV
00-0017924,R.Williams,"LA, LV"
00-0020739,R.Williams,IND
00-0022889,R.Williams,JAX
00-0023570,R.Williams,"TEN, WAS"
00-0027976,R.Williams,ARI
00-0018056,R.Wilson,NO
00-0029263,R.Wilson,SEA
00-0029791,R.Wingo,BUF
00-0022892,R.Woods,SF
00-0030431,R.Woods,"BUF, LA"
00-0036020,S.Ahmed,MIA
00-0021915,S.Aiken,"BUF, CLE, NE"
00-0027581,S.Ajirotutu,"CAR, LAC, PHI"
00-0000166,S.Alexander,"DEN, DET, LAC, WAS"
00-0019647,S.Alexander,"SEA, WAS"
00-0020370,S.Anderson,DET
00-0032725,S.Anderson,"HOU, LAC"
00-0030532,S.Bailey,LA
00-0034844,S.Barkley,NYG
00-0001112,S.Bennett,NYG
00-0021636,S.Berton,"MIN, NYG"
00-0023822,S.Bodiford,GB
00-0027854,S.Bradford,MIN
00-0025529,S.Breaston,"ARI, KC"
00-0002159,S.Bryson,"BUF, DET"
00-0028174,S.Burton,"JAX, MIN"
00-0002380,S.Bush,"ARI, CIN, SF"
00-0035039,S.Carlson,CLE
00-0025516,S.Chandler,"BUF, NE"
00-0028158,S.Chapas,"DAL, DET"
00-0032166,S.Coates,"CLE, HOU, PIT"
00-0033968,S.Coley,MIN
00-0033696,S.Culkin,LAC
00-0004052,S.Davis,"CAR, LA, WAS"
00-0019206,S.Davis,NE
00-0004077,S.Dawkins,"JAX, SEA"
00-0029868,S.Dawson,TB
00-0033080,S.DeValve,"ARI, CLE, JAX"
00-0031588,S.Diggs,"BUF, MIN"
00-0004508,S.Dragos,CHI
00-0028202,S.Draughn,"CLE, KC, SF"
00-0005609,S.Frost,CLE
00-0023074,S.Gado,"GB, HOU, LA, MIA"
00-0005822,S.Gash,"BAL, BUF"
00-0033573,S.Gibson,PHI
00-0025992,S.Giguere,IND
00-0024340,S.Green,CIN
00-0006380,S.Greene,IND
00-0026899,S.Greene,"NYJ, TEN"
00-0029006,S.Hakim,NYJ
00-0025944,S.Hauschka,BUF
00-0028178,S.Havili,"IND, PHI"
00-0023832,S.Havner,GB
00-0007213,S.Heiden,"CLE, LAC"
00-0007389,S.Hicks,"TEN, WAS"
00-0020679,S.Hill,LA
00-0028995,S.Hill,NYJ
00-0024240,S.Holmes,"CHI, NYJ, PIT"
00-0034834,S.Hubbard,CIN
00-0023953,S.Hurd,"CHI, DAL"
00-0020466,S.Hutchinson,SEA
00-0008046,S.Irvin,DET
00-0008190,S.Jackson,BUF
00-0022736,S.Jackson,"ATL, LA, NE"
00-0008313,S.Jefferson,"ATL, DET, NE"
00-0031243,S.Johnson,JAX
00-0026364,"S.Johnson, St. Johnson, St.Johnson","BUF, LAC, SF"
00-0030807,S.Jones,NO
00-0029546,S.Kelemete,ARI
00-0009266,S.King,TB
00-0026323,S.Larsen,DEN
00-0026491,S.Logan,"DET, PIT"
00-0010240,S.Mack,"HOU, JAX"
00-0027567,S.Maneri,"CHI, KC, NE"
00-0010560,S.Matthews,WAS
00-0021581,S.McCullough,WAS
00-0021981,S.McDonald,"DET, LA"
00-0010844,S.McGarrahan,"MIA, TEN"
00-0029391,S.McGrath,"KC, LAC"
00-0022724,S.McHugh,"DET, PIT"
00-0036032,S.McKeon,DAL
00-0010966,S.McKinney,IND
00-0011024,S.McNair,TEN
00-0020476,S.Meier,TEN
00-0034845,S.Michel,"LA, NE"
00-0035298,S.Miller,TB
00-0034081,S.Mitchell,HOU
00-0019109,S.Montgomery,DEN
00-0011641,S.Morey,"ARI, PIT"
00-0035399,S.Morgan,CIN
00-0019484,S.Morris,"BUF, DAL, MIA, NE"
00-0019726,S.Morris,KC
00-0020494,S.Moss,"NYJ, WAS"
00-0024259,S.Moss,NYG
00-0022036,S.Nead,LA
00-0034391,S.Neal,BUF
00-0027088,S.Nelson,BUF
00-0019276,S.O'Hara,CLE
00-0022754,S.Parker,KC
00-0033526,S.Perine,"CIN, WAS"
00-0031209,S.Perry,"BUF, CHI, MIA"
00-0036069,S.Phillips,HOU
00-0013262,S.Pritchett,"ATL, CHI, MIA, PHI"
00-0032911,S.Pulley,NYG
00-0031008,S.Redd,WAS
00-0025431,S.Rice,"MIN, SEA"
00-0028011,S.Ridley,"NE, NYJ, PIT"
00-0031166,S.Roberts,"BAL, CAR, LV"
00-0022817,S.Ryan,"KC, NO, NYJ, SF"
00-0023991,S.Sanders,CLE
00-0025447,S.Satele,IND
00-0014722,S.Sharpe,"BAL, DEN"
00-0014742,S.Shaw,"CIN, CLE"
00-0032385,S.Shepard,NYG
00-0027440,S.Shields,LA
00-0021283,S.Simmons,MIA
00-0031167,S.Simonson,"CAR, NYG"
00-0034928,S.Sims,WAS
00-0026229,S.Slaton,"HOU, MIA"
00-0015053,S.Slutzker,NO
00-0020337,S.Smith,"BAL, CAR"
00-0025438,S.Smith,"LA, NYG, PHI"
00-0036572,S.Smith,CAR
00-0023108,S.Spach,"ARI, LA, PHI"
00-0015627,S.Stenstrom,SF
00-0025621,S.Steptoe,CLE
00-0026953,S.Stroughter,TB
00-0036438,S.Sullivan,CAR
00-0030282,S.Taylor,ARI
00-0031550,S.Thompson,CAR
00-0020094,S.Trejo,DET
00-0025619,S.Vallos,SEA
00-0027994,S.Vereen,"NE, NYG"
00-0021530,S.Vines,DET
00-0022055,S.Wallace,"CLE, SEA"
00-0030414,S.Ware,KC
00-0031325,S.Watkins,"BAL, BUF, KC, LA"
00-0022538,S.Williams,BUF
00-0027349,S.Williams,"ARI, JAX, SEA"
00-0036657,S.Williams,DEN
00-0034621,S.Wilson,TB
00-0031684,S.Wynn,JAX
00-0024549,S.Young,DEN
00-0036534,S.Zylstra,DET
00-0000232,T.Allen,"BAL, NE, NO"
00-0027862,T.Alualu,JAX
00-0019995,T.Ashworth,NE
00-0027813,T.Austin,WAS
00-0030525,T.Austin,"DAL, GB, JAX, LA"
00-0000721,T.Banks,JAX
00-0000745,T.Barber,NYG
00-0027070,T.Beckum,NYG
00-0022893,T.Bell,"DEN, DET"
00-0029269,T.Benjamin,"CLE, LAC, SF"
00-0034930,T.Benson,DET
00-0001224,T.Biakabutuka,CAR
00-0023867,T.Biddle,CAR
00-0024069,T.Bienemann,ARI
00-0036491,T.Black,NYJ
00-0030112,T.Bohanon,"JAX, NYJ"
00-0033009,T.Boyd,CIN
00-0019596,T.Brady,NE
00-0002058,T.Brown,"LV, TB"
00-0002068,T.Brown,NE
00-0002185,T.Buckley,NE
00-0030710,T.Burton,"CHI, IND, PHI"
00-0029205,T.Cadet,"BUF, CAR, NE, NO, NYJ, SF"
00-0022087,T.Calico,TEN
00-0034903,T.Campbell,LAC
00-0019649,T.Canidate,"LA, WAS"
00-0034164,T.Cannon,"CAR, NYJ"
00-0032540,T.Carson,GB
00-0021174,T.Carter,"CLE, LA, NYG"
00-0036691,T.Carter,TEN
00-0025672,T.Castille,"ARI, KC"
00-0026262,T.Choice,"BUF, DAL, IND, WAS"
00-0025573,T.Clayton,CLE
00-0029204,T.Clemons,JAX
00-0036439,T.Cleveland,DEN
00-0003128,T.Cline,SF
00-0027917,T.Clutts,"CHI, DAL, MIA"
00-0033556,T.Cohen,CHI
00-0032058,T.Coleman,"ATL, NYJ, SF"
00-0034270,T.Conklin,MIN
00-0022388,T.Copper,"DAL, KC, NO"
00-0003535,T.Couch,CLE
00-0026878,T.Crabtree,"GB, TB"
00-0023179,T.Curtis,DAL
00-0004054,T.Davis,DEN
00-0004055,T.Davis,NYG
00-0004060,T.Davis,NO
00-0004063,T.Davis,GB
00-0032423,T.Davis,"GB, LV"
00-0036250,T.Davis,"GB, JAX"
00-0032381,T.Decker,DET
00-0021852,T.Devoe,DEN
00-0004293,T.Dilfer,"BAL, SEA"
00-0028061,T.Doss,BAL
00-0036560,T.Doyle,BUF
00-0004524,T.Drayton,"KC, MIA"
00-0021376,T.Duckett,"ATL, DET, WAS"
00-0004673,T.Dwight,"ATL, LAC, LV, NE, NYJ"
00-0033838,T.Edmunds,PIT
00-0004780,T.Edwards,"DET, JAX, LA, PIT"
00-0021437,T.Edwards,ATL
00-0030549,T.Eifert,"CIN, JAX"
00-0032404,T.Ervin,"GB, HOU"
00-0022215,T.Euhus,BUF
00-0027093,T.Fiammetta,"CAR, CHI, DAL"
00-0020964,"T.Fisher, To.Fisher","GB, LA"
00-0022825,T.Fleming,TEN
00-0005324,T.Fletcher,LAC
00-0035592,T.Fulgham,"DET, PHI"
