id,name,posteam
00-0028087,D.Lewis,"NE, NYG, PHI, TEN"
00-0035704,D.Lock,DEN
00-0019242,D.Looker,LA
00-0010107,D.Loville,DEN
00-0010379,D.Marino,MIA
00-0029613,D.Martin,"LV, TB"
00-0010500,D.Mason,"BAL, TEN"
00-0010589,D.May,SEA
00-0033304,D.Mays,GB
00-0020527,D.McAllister,NO
00-0020464,D.McCants,WAS
00-0027651,D.McCluster,"KC, LAC, TEN"
00-0027422,D.McCray,CHI
00-0026144,D.McFadden,"DAL, LV"
00-0010951,D.McKinley,ARI
00-0011022,D.McNabb,"MIN, PHI, WAS"
00-0036898,D.Mills,HOU
00-0036671,D.Milne,WAS
00-0031339,D.Moncrief,"IND, NE"
00-0035685,D.Montgomery,CHI
00-0036309,D.Mooney,CHI
00-0026620,D.Moore,IND
00-0028086,D.Moore,LV
00-0033589,D.Moore,SEA
00-0028009,D.Murray,"DAL, PHI, TEN"
00-0027201,D.Nance,GB
00-0023576,D.Nash,"DEN, TEN"
00-0034565,D.Newsome,LAC
00-0022100,D.Nickey,TEN
00-0033885,D.Njoku,CLE
00-0019650,D.Northcutt,"CLE, JAX"
00-0029058,D.Nowak,SEA
00-0028000,"Dn.Thomas, D.Thomas",MIA
00-0033854,D.Ogunbowale,"JAX, TB"
00-0019645,D.O'Neal,DEN
00-0023578,D.Orlovsky,"DET, IND, TB"
00-0035184,D.Ozigbo,"JAX, NO"
00-0012515,D.Palmer,MIN
00-0012556,D.Parker,GB
00-0012642,D.Patten,"NE, NO, NYG"
00-0012726,D.Pederson,"CLE, GB, PHI"
00-0012742,D.Pelfrey,CIN
00-0034860,D.Pettis,"NYG, SF"
00-0012946,D.Philyaw,NO
00-0029688,D.Poe,KC
00-0013108,D.Pope,"CIN, KC"
00-0029673,D.Posey,HOU
00-0033077,D.Prescott,DAL
00-0029463,D.Presley,CAR
00-0023556,D.Preston,BUF
00-0022091,D.Ragone,HOU
00-0020445,D.Raiola,DET
00-0031123,D.Reaves,CAR
00-0027755,D.Reed,BAL
00-0025951,D.Reynaud,TEN
00-0026574,D.Reynolds,PHI
00-0019863,D.Rhodes,"IND, LV"
00-0029612,D.Richardson,"LA, PIT"
00-0030547,D.Robinson,JAX
00-0030043,D.Rogers,IND
00-0025542,D.Rosario,CAR
00-0024189,D.Ross,KC
00-0035719,D.Samuel,SF
00-0014324,D.Sanders,"BAL, DAL"
00-0028352,D.Sanzenbacher,"CHI, CIN"
00-0026453,D.Savage,KC
00-0014544,D.Scott,DAL
00-0028159,D.Scott,NYG
00-0034256,D.Scott,NYG
00-0025499,D.Sepulveda,PIT
00-0029191,D.Shead,SEA
00-0014775,D.Shelton,"BUF, JAX"
00-0035250,D.Singletary,BUF
00-0035535,D.Slayton,NYG
00-0015152,D.Smith,DEN
00-0034798,D.Smythe,MIA
00-0031319,D.Spencer,DEN
00-0023564,D.Sproles,"LAC, NO, PHI"
00-0015523,D.Staley,"PHI, PIT"
00-0021147,D.Stallworth,"BAL, CLE, NE, NO, WAS"
00-0025636,D.Stanley,LA
00-0025430,D.Stanton,"ARI, DET"
00-0015759,D.Stone,NYJ
00-0015842,"D. Stryzinski, D.Stryzinski","KC, NYJ"
00-0036275,D.Swift,DET
00-0020513,"D. Terrell, D.Terrell",CHI
00-0024301,D.Thomas,NO
00-0026174,D.Thomas,WAS
00-0027874,D.Thomas,DEN
00-0031060,D.Thomas,"BAL, KC"
00-0016373,D.Thompson,WAS
00-0029388,D.Thompson,BUF
00-0033083,D.Thompson,DAL
00-0035148,D.Thompson,KC
00-0016686,D.Turk,WAS
00-0034201,D.Turner,"BAL, MIA"
00-0021927,D.Tyree,NYG
00-0032794,D.Vitale,GB
00-0024850,D.Walker,HOU
00-0031610,D.Waller,LV
00-0017160,D.Ward,"DAL, MIA, NYJ"
00-0022770,D.Ward,"HOU, NYG, TB"
00-0024559,D.Ware,"NYG, TB"
00-0017239,D.Washington,NYG
00-0032450,D.Washington,"DET, NO"
00-0032940,D.Washington,"KC, LV, MIA"
00-0033537,D.Watson,HOU
00-0032897,D.Watt,"LAC, PIT"
00-0022751,D.Watts,DEN
00-0033550,D.Webb,BUF
00-0033839,D.Westbrook,JAX
00-0019660,D.White,"ATL, CHI"
00-0027056,D.Williams,DET
00-0027893,D.Williams,TEN
00-0034427,D.Williams,JAX
00-0034995,D.Williams,GB
00-0029251,D.Wilson,NYG
00-0022970,D.Wimbush,JAX
00-0018150,D.Wohlabaugh,"CLE, LA"
00-0026019,D.Woodhead,"BAL, LAC, NE, NYJ"
00-0018234,D.Woody,NE
00-0025498,D.Wright,BUF
00-0018333,D.Wuerffel,"GB, NO, WAS"
00-0025615,D.Wynn,"GB, NO"
00-0026852,D.Young,WAS
00-0021235,D.Zastudil,"BAL, CLE"
00-0000121,E.Albright,BUF
00-0022771,E.Amano,TEN
00-0029317,E.Baker,"CLE, NO"
00-0036383,E.Benjamin,ARI
00-0001103,E.Bennett,CHI
00-0026210,E.Bennett,CHI
00-0001222,E.Beverly,DET
00-0022174,E.Bickerstaff,DAL
00-0001233,E.Bieniemy,PHI
00-0001281,E.Bjornson,DAL
00-0024738,E.Buckley,PHI
00-0003400,E.Conwell,LA
00-0027690,E.Decker,"DEN, TEN"
00-0027675,E.Dickson,SEA
00-0026784,"E.Dietrich-Smith, E.Smith",TB
00-0026221,E.Doucet,ARI
00-0020692,E.Drummond,"DET, KC"
00-0031387,E.Ebron,"DET, IND, PIT"
00-0033045,E.Elliott,DAL
00-0033881,E.Engram,NYG
00-0028049,E.Gates,"MIA, NYJ"
00-0005883,E.George,"DAL, TEN"
00-0023553,E.Ghiaciuc,CIN
00-0021755,E.Graham,TB
00-0006300,E.Grbac,"BAL, KC"
00-0032320,E.Harris,LV
00-0021341,E.Heitmann,SF
00-0008241,E.James,"ARI, IND, SEA"
00-0022105,"E. Johnson, E.Johnson",MIN
00-0019889,E.Joseph,JAX
00-0009163,E.Kennison,"CHI, DEN, KC, NO"
00-0009451,E.Kramer,LAC
00-0030485,E.Lacy,"GB, SEA"
00-0027844,E.Lorig,NO
00-0022803,E.Manning,NYG
00-0030526,E.Manuel,"BUF, LV"
00-0010650,E.McCaffrey,DEN
00-0020793,E.McCoo,PHI
00-0033295,E.McGuire,NYJ
00-0011151,E.Metcalf,"CAR, GB, WAS"
00-0011328,E.Mills,DAL
00-0036567,E.Mitchell,SF
00-0036980,E.Moore,NYJ
00-0011770,E.Moulds,"BUF, HOU"
00-0029098,E.Page,TB
00-0020904,E.Parker,LAC
00-0032813,E.Penny,"ARI, NYG"
00-0013622,E.Rhett,"BAL, CLE"
00-0032442,E.Roberts,NE
00-0031782,E.Rogers,PIT
00-0026182,E.Royal,"CHI, DEN, LAC"
00-0028115,E.Royster,WAS
00-0027685,E.Sanders,"BUF, DEN, NO, PIT, SF"
00-0023489,E.Shelton,CAR
00-0020794,E.Shepherd,HOU
00-0015165,E.Smith,"ARI, DAL"
00-0035282,E.Stick,LAC
00-0017301,E.Watson,PHI
00-0025424,E.Weddle,LAC
00-0024535,E.Weems,"ATL, TEN"
00-0026947,E.Williams,SEA
00-0022909,"E.Williams, R.Williams","DAL, DET"
00-0027004,E.Wood,BUF
00-0018483,E.Zeier,TB
00-0000942,F.Beasley,SF
00-0001582,F.Bownes,SEA
00-0026188,F.Davis,WAS
00-0036825,F.Franks,ATL
00-0023500,F.Gore,"BUF, IND, MIA, NYJ, SF"
00-0020780,F.Jackson,CLE
00-0024204,F.Jackson,"BUF, SEA"
00-0026162,F.Jones,"DAL, PIT"
00-0009599,F.Lane,CAR
00-0010632,F.McAfee,NO
00-0010747,F.McCrary,"LAC, NE"
00-0020497,F.Mitchell,PHI
00-0019471,F.Moreau,"JAX, KC"
00-0034345,F.Ragnow,DET
00-0014328,F.Sanders,ARI
00-0026926,F.Summers,BUF
00-0036247,F.Swain,SEA
00-0016098,F.Taylor,"JAX, NE"
00-0031332,F.Toussaint,"BAL, PIT"
00-0033127,"Fuller V, W.Fuller",HOU
00-0029731,F.Whittaker,"CAR, CLE"
00-0018115,F.Winters,GB
00-0018343,F.Wycheck,TEN
00-0032626,G.Allison,GB
00-0033950,"Gallman Jr, W.Gallman, W.Gallman Jr.","ATL, NYG"
00-0031158,G.Atkinson III,CLE
00-0030456,G.Bernard,"CIN, TB"
00-0035588,G.Bradbury,MIN
00-0036569,G.Brightwell,NYG
00-0001938,G.Brown,NYG
00-0023408,G.Camarillo,MIA
00-0027048,G.Coffee,SF
00-0003344,G.Comella,"NYG, TEN"
00-0003700,G.Crowell,DET
00-0036196,G.Davis,BUF
00-0004252,G.DiNapoli,TEN
00-0035500,G.Dortch,ARI
00-0034184,G.Edwards,BAL
00-0033895,G.Everett,"LA, SEA"
00-0031746,G.Farmer,SEA
00-0005379,G.Foley,SEA
00-0005589,"G. Frerotte, G.Frerotte","CIN, DEN, DET, LA, MIA, MIN"
00-0031395,G.Gilbert,"CAR, CLE, DAL, WAS"
00-0030476,G.Gilkey,TB
00-0029268,G.Gradkowski,BAL
00-0022112,G.Hamdan,WAS
00-0027602,G.Harrell,GB
00-0025337,G.Harris,KC
00-0007180,G.Hearst,"DEN, SF"
00-0007436,G.Hill,DET
00-0024174,G.Holt,CIN
00-0034614,G.Igwebuike,DET
00-0024267,G.Jennings,GB
00-0027098,G.Johnson,"ATL, NYG"
00-0008751,G.Jones,CLE
00-0022897,G.Jones,"HOU, JAX"
00-0033288,G.Kittle,SF
00-0020479,G.Layne,ATL
00-0021508,G.Lewis,PHI
00-0027997,G.Little,CLE
00-0028146,G.McElroy,NYJ
00-0011213,G.Milburn,CHI
00-0035289,"G.Minshew, G.Minshew II","JAX, PHI"
00-0035908,G.Nabers,LAC
00-0035645,G.Olszewski,NE
00-0014148,G.Ruegamer,NE
00-0024846,G.Russell,"LV, PIT"
00-0028050,G.Salas,"LA, NYJ"
00-0026844,G.Sanborn,BUF
00-0030565,G.Smith,"LAC, NYG, NYJ, SEA"
00-0027891,G.Tate,"DET, NYG, PHI, SEA"
00-0033733,G.Ward,PHI
00-0022341,G.Wilson,BUF
00-0030247,G.Winn,DET
00-0031459,G.Winston,CLE
00-0025480,G.Wolfe,CHI
00-0024013,H.Baskett,PHI
00-0019764,H.Burris,CHI
00-0026224,H.Douglas,"ATL, TEN"
00-0020507,H.Evans,"MIA, NE, NO, SEA"
00-0019133,H.Fraley,PHI
00-0019028,H.Goodman,GB
00-0006456,H.Griffith,DEN
00-0034830,H.Hurst,BAL
00-0028492,H.Hynoski,NYG
00-0023465,H.Miller,PIT
00-0011718,H.Morrow,MIN
00-0026346,H.Nakamura,CAR
00-0027005,H.Nicks,NYG
00-0034983,H.Renfrow,LV
00-0036357,H.Ruggs,LV
00-0014733,H.Shaw,NE
00-0015194,H.Smith,"IND, WAS"
00-0017162,H.Ward,PIT
00-0028564,I.Abdul-Quddus,DET
00-0036929,I.Book,NO
00-0002099,I.Bruce,"LA, SF"
00-0002469,I.Byrd,CAR
00-0030656,I.Crowell,"CLE, NYJ"
00-0033471,I.Ford,MIA
00-0005616,I.Fryar,WAS
00-0007468,I.Hilliard,"NYG, TB"
00-0024362,I.Martin,GB
00-0033466,I.McKenzie,"BUF, DEN"
00-0029626,I.Pead,"LA, MIA"
00-0026566,I.Redman,PIT
00-0021810,I.Smart,TB
00-0034378,I.Smith,"ATL, DAL"
00-0036142,I.Wright,WAS
00-0036100,I.Zuber,NE
00-0029271,J.Adams,CAR
00-0034457,"J.Adams, Jo.Adams","NYJ, PHI"
00-0024245,J.Addai,IND
00-0033572,J.Agnew,"DET, JAX"
00-0031590,J.Ajayi,"MIA, PHI"
00-0034364,J.Akins,HOU
00-0000210,J.Allen,"CHI, HOU"
00-0031577,J.Allen,"BAL, NYG"
00-0034857,J.Allen,BUF
00-0024292,J.Alston,LV
00-0000316,J.Anderson,ATL
00-0027660,J.Arenas,KC
00-0023479,J.Arrington,ARI
00-0029853,J.Aubrey,CLE
00-0024324,J.Avant,"CAR, PHI"
00-0000541,J.Avery,"DEN, MIN"
00-0022409,J.Babineaux,TEN
00-0035280,J.Bailey,NE
00-0019052,J.Baker,LA
00-0029048,J.Banyard,"JAX, MIN"
00-0025701,J.Battle,"KC, LAC, TEN"
00-0021253,J.Baxter,HOU
00-0025427,J.Beck,"MIA, WAS"
00-0022875,J.Bell,TEN
00-0027218,J.Bell,"CHI, DET"
00-0029319,J.Bellamy,CHI
00-0031502,J.Berry,PIT
00-0027880,J.Best,DET
00-0001215,J.Bettis,PIT
00-0001231,J.Bidwell,WAS
00-0029707,J.Blackmon,JAX
00-0001335,J.Blake,"ARI, BAL, CHI, CIN, NO, PHI"
00-0001525,J.Bostic,PHI
00-0022290,J.Bradley,DET
00-0024202,J.Branch,NO
00-0033119,J.Brissett,"IND, MIA, NE"
00-0031282,J.Britt,HOU
00-0019423,J.Brookins,BAL
00-0023558,J.Brown,BAL
00-0031051,"J.Brown, Jo. Brown, Jo.Brown","ARI, BAL, BUF"
00-0021940,"J.Brown, Josh.Brown","LA, NYG"
00-0020917,J.Burns,BUF
00-0036442,J.Burrow,CIN
00-0029143,J.Bush,NYJ
00-0034171,J.Cabinda,DET
00-0022502,J.Cain,JAX
00-0032630,J.Callahan,GB
00-0023460,J.Campbell,"CHI, CIN, CLE, LV, WAS"
00-0002655,J.Carney,NO
00-0027109,J.Casey,HOU
00-0026012,J.Caulcrick,BUF
00-0026213,J.Charles,"DEN, JAX, KC"
00-0036320,J.Charlton,CAR
00-0036900,J.Chase,CIN
00-0020820,J.Chatman,"LAC, MIA, NYJ"
00-0033464,J.Chesson,WAS
00-0036293,J.Chinn,CAR
00-0027659,J.Clausen,"BAL, CAR, CHI"
00-0028208,J.Clay,PIT
00-0026072,J.Collins,"DET, NO"
00-0027739,J.Conner,NYJ
00-0033553,J.Conner,"ARI, PIT"
00-0020391,J.Cook,"HOU, TB"
00-0027061,J.Cook,LA
00-0022811,J.Cotchery,"CAR, NYJ, PIT"
00-0023176,J.Cribbs,"CLE, NYJ"
00-0031826,J.Crockett,GB
00-0031941,J.Crowder,"NYJ, WAS"
00-0024226,J.Cutler,"CHI, DEN, MIA"
00-0032418,J.Dahl,DET
00-0036877,J.Darden,TB
00-0024158,J.Davis,CHI
00-0027130,J.Davis,"CLE, WAS"
00-0033760,J.Davis,LA
00-0004161,J.Delhomme,"CAR, CLE, HOU, NO"
00-0029722,J.Demps,TB
00-0023173,J.Denney,MIA
00-0027925,J.Develin,NE
00-0030011,J.Devey,KC
00-0036158,J.Dobbins,BAL
00-0033949,J.Dobbs,PIT
00-0032760,J.Doctson,WAS
00-0031575,J.Douglas,TEN
00-0032436,J.Driskel,"CIN, DEN, DET"
00-0022746,J.Dugan,MIN
00-0027786,J.Dwyer,"ARI, PIT"
00-0036226,J.Eason,IND
00-0027150,J.Edelman,NE
00-0004811,J.Elam,DEN
00-0033787,J.Elliott,PHI
00-0004871,J.Ellison,NE
00-0015207,Je.Smith,JAX
00-0022157,J.Faine,"CLE, NO, TB"
00-0022093,J.Fargas,LV
00-0005110,J.Fazande,LAC
00-0005113,J.Feagles,"NYG, SEA"
00-0019770,J.Feely,ARI
00-0026286,J.Felton,"BUF, CAR, DET, MIN"
00-0020173,J.Fenderson,NO
00-0031039,J.Ferentz,NE
00-0032377,J.Ferguson,"IND, WAS"
00-0005180,"J. Fiedler, J.Fiedler","JAX, MIA, NYJ"
00-0036945,J.Fields,CHI
00-0005229,J.Finn,"IND, NYG"
00-0026158,J.Flacco,"BAL, DEN, NYJ"
00-0005399,J.Fontenot,NO
00-0027709,J.Ford,LV
00-0026373,J.Forsett,"BAL, DEN, DET, HOU, JAX, SEA"
00-0032130,J.Fowler,TEN
00-0035156,J.Fox,DET
00-0030078,J.Franklin,GB
00-0034705,J.Franklin,TB
00-0026993,J.Freeman,"IND, MIN, TB"
00-0005600,J.Friesz,NE
00-0036197,J.Fromm,NYG
00-0036860,J.Funk,LA
00-0021163,J.Gaffney,HOU
00-0005720,J.Galloway,"DAL, SEA, TB"
00-0005755,J.Garcia,"CLE, DET, PHI, SF, TB"
00-0031345,J.Garoppolo,"NE, SF"
00-0005794,J.Garrett,"DAL, NYG"
00-0005885,J.George,"MIN, WAS"
00-0005902,J.Germaine,LA
00-0035042,J.Gillan,CLE
00-0033106,J.Goff,"DET, LA"
00-0019134,J.Goodspeed,LA
00-0029664,J.Gordon,"CLE, NE, SEA"
00-0006208,J.Graham,"GB, SEA"
00-0027696,J.Graham,"NO, SEA"
00-0032791,J.Grant,"CHI, MIA"
00-0021333,J.Grau,MIA
00-0029104,J.Gray,"JAX, MIA, NE"
00-0006331,J.Green,"TB, WAS"
00-0023591,J.Green,BAL
00-0022527,J.Greer,BUF
00-0022011,J.Griffith,"ATL, LV, SEA"
00-0029510,J.Grimes,"HOU, NYJ"
00-0035414,J.Guyton,LAC
00-0019579,J.Hamilton,TB
00-0006808,J.Harbaugh,LAC
00-0031570,J.Hardy,ATL
00-0036768,J.Hardy,DAL
00-0028068,J.Harper,TEN
00-0021141,J.Harrington,"ATL, DET, MIA"
00-0022363,J.Harris,CAR
00-0028845,J.Harris,ATL
00-0031450,J.Harris,PIT
00-0020712,J.Harrison,PIT
00-0024359,J.Harrison,"CLE, DET, PHI"
00-0030649,J.Harrison,"IND, NYJ"
00-0007051,J.Hartings,PIT
00-0021297,J.Hartwig,"CAR, TEN"
00-0034142,J.Hassenauer,PIT
00-0035806,J.Hasty,SF
00-0027717,J.Hawley,"ATL, TB"
00-0031493,J.Hayne,SF
00-0030196,J.Heath,"DAL, LV"
00-0028872,J.Hekker,LA
00-0036355,J.Herbert,LAC
00-0030920,J.Herndon,LAC
00-0026209,J.Hester,"DEN, LAC"
00-0025486,J.Higgins,LV
00-0025463,J.Hill,SF
00-0030216,J.Hill,NO
00-0031301,J.Hill,"CIN, NE"
00-0034975,J.Hill,BAL
00-0035013,J.Hilliman,NYG
00-0007546,J.Hodgins,"ARI, LA"
00-0033387,J.Hollister,NE
00-0032935,J.Holton,"LV, PIT"
00-0007744,J.Horn,"KC, NO"
00-0027308,J.Horne,KC
00-0032780,"J.Howard, Jo.Howard","CHI, MIA, PHI"
00-0030990,J.Huff,"PHI, TB"
00-0021313,J.Hunter,BAL
00-0036278,J.Huntley,PHI
00-0036389,J.Hurts,PHI
00-0032122,J.Iosefa,NE
00-0015218,"Ji.Smith, J.Smith",JAX
00-0020073,J.Isom,SF
00-0019682,J.Jackson,DEN
00-0020430,J.Jackson,"ARI, CLE"
00-0021504,J.Jackson,PHI
00-0034440,J.Jackson,LAC
00-0035700,J.Jacobs,LV
00-0027467,J.James,IND
00-0031001,J.Janis,GB
00-0026027,J.Jansen,CAR
00-0036322,J.Jefferson,MIN
00-0036670,J.Jefferson,DET
00-0022296,J.Jenkins,BUF
00-0028021,J.Jernigan,NYG
00-0008400,J.Jett,LV
00-0008401,J.Jett,DET
00-0036407,J.Jeudy,DEN
00-0008529,J.Johnson,MIA
00-0022141,J.Johnson,CIN
00-0025913,J.Johnson,CIN
00-0026300,J.Johnson,"BAL, CIN, CLE, NYJ, TB, WAS"
00-0026799,J.Johnson,DEN
00-0035290,J.Johnson,BUF
00-0022840,J.Jones,"DAL, NO, SEA"
00-0025460,J.Jones,"BAL, HOU"
00-0034560,J.Jones,LAC
00-0027944,"J.Jones, Ju.Jones",ATL
00-0009028,J.Kasay,CAR
00-0029159,J.Kearse,SEA
00-0028129,J.Kelce,PHI
00-0036370,J.Kelley,LAC
00-0034808,J.Kelly,"CLE, LA"
00-0028091,J.Kerley,NYJ
00-0032375,J.Kerridge,GB
00-0009311,J.Kitna,"CIN, DAL, DET, SEA"
00-0009323,J.Kleinsasser,MIN
00-0026913,J.Knox,CHI
00-0022999,J.Kuhn,"GB, NO, PIT"
00-0009530,J.Kyle,CAR
00-0031382,J.Landry,"CLE, MIA"
00-0029619,J.Lane,"MIA, TB"
00-0031569,J.Langford,"ATL, CHI"
00-0009783,J.Leeuwenburg,CIN
00-0009868,J.Lewis,CAR
00-0019238,J.Lewis,SF
00-0019693,J.Lewis,"BAL, CLE"
00-0033928,J.Lewis,DAL
00-0009869,"J.Lewis, M.Hatchette","BAL, HOU, JAX"
00-0009960,J.Linton,BUF
00-0030405,J.Locke,MIN
00-0027946,J.Locker,TEN
00-0029278,J.Looney,DAL
00-0022590,J.Lorenzen,NYG
00-0022912,J.Losman,"BUF, LV, MIA"
00-0036264,J.Love,GB
00-0035161,J.Lovett,GB
00-0036312,J.Luton,JAX
00-0026995,J.Maclin,"KC, PHI"
00-0010292,J.Makovicka,ARI
00-0033859,J.Malone,"CIN, NYJ"
00-0031409,J.Manziel,CLE
00-0010455,J.Martin,"JAX, LA, NO"
00-0021387,J.Martin,DAL
00-0020381,J.McCareins,"NYJ, TEN"
00-0021206,J.McCown,"ARI, CAR, CHI, CLE, LV, NYJ, PHI, TB"
00-0021187,J.McGraw,KC
00-0020805,J.McKie,CHI
00-0031376,J.McKinnon,"KC, MIN, SF"
00-0032602,J.McKissic,"DET, SEA, WAS"
00-0010974,J.McKnight,MIA
00-0027712,J.McKnight,"KC, NYJ"
00-0033955,J.McNichols,"IND, TEN"
00-0034960,J.Meyers,NE
00-0011279,J.Miller,PIT
00-0011276,"J. Miller, J.Miller",CHI
00-0011411,J.Mitchell,"BAL, CAR"
00-0033897,J.Mixon,CIN
00-0011506,J.Montgomery,"CAR, NYG"
00-0011573,J.Moore,NO
00-0026314,J.Morgan,"CHI, SF, WAS"
00-0028532,J.Morgan,NO
00-0011727,J.Morton,"DET, KC"
00-0020700,J.Mungro,IND
00-0033266,J.Natson,"CLE, NYJ"
00-0022827,J.Navarre,ARI
00-0026176,J.Nelson,LV
00-0032112,J.Nelson,ARI
00-0012042,J.Newberry,"LV, SF"
00-0024294,J.Norwood,"ATL, LA"
00-0026739,J.Norwood,"CLE, DEN"
00-0029492,J.Olawale,LV
00-0012437,J.Ostroski,BUF
00-0021296,J.O'Sullivan,"CIN, DET, GB, SF"
00-0024442,J.Page,KC
00-0020483,J.Palmer,NYG
00-0025592,J.Palmer,"CIN, TEN"
00-0036988,J.Palmer,LAC
00-0026316,J.Parmele,"ARI, BAL, JAX"
00-0012637,J.Pathon,IND
00-0035760,J.Patrick,SF
00-0036755,J.Patterson,WAS
00-0022255,J.Payton,TEN
00-0013042,"J. Plummer, J.Plummer","ARI, DEN"
00-0019703,J.Porter,LV
00-0030114,J.Poyer,CLE
00-0031085,J.Prosch,HOU
00-0013338,"J.Quinn, J. Quinn  (3rd QB)","CHI, JAX, KC"
00-0030388,J.Randle,DAL
00-0013467,J.Reader,PHI
00-0036387,J.Reagor,PHI
00-0019722,J.Redmond,"LV, NE"
00-0021166,J.Reed,BUF
00-0030472,J.Reed,WAS
00-0036377,J.Reed,LAC
00-0034361,J.Reid,HOU
00-0026408,J.Reitz,IND
00-0033943,J.Reynolds,LA
00-0013639,J.Rice,"LV, SF"
00-0033025,J.Richard,LV
00-0013728,J.Riemersma,BUF
00-0027120,J.Ringer,TEN
00-0013773,J.Ritchie,"LV, PHI"
00-0020587,J.Robertson,"CAR, SF"
00-0031611,J.Robinson,IND
00-0035831,J.Robinson,JAX
00-0028083,"J.Rodgers, Jz. Rodgers","ATL, CHI, TB"
00-0034343,J.Rosen,"ARI, ATL, MIA"
00-0028249,J.Ross,"BAL, DET"
00-0033460,"J.Ross, J.Ross III","CIN, NYG"
00-0032431,J.Rudock,DET
00-0025388,J.Russell,LV
00-0023742,J.Ryan,"GB, SEA"
00-0034331,J.Samuels,"HOU, PIT"
00-0014375,J.Saturday,IND
00-0035275,J.Scarlett,CAR
00-0021098,J.Scobey,ARI
00-0034162,J.Scott,GB
00-0025995,J.Senn,CAR
00-0021148,J.Shockey,NYG
00-0014902,J.Simmons,HOU
00-0021031,J.Simon,"TEN, WAS"
00-0026186,J.Simpson,CIN
00-0027754,J.Skelton,ARI
00-0022664,J.Smith,BUF
00-0033858,J.Smith,"NE, TEN"
00-0035510,J.Smith,NYJ
00-0033857,J.Smith-Schuster,PIT
00-0025631,J.Snelling,ATL
00-0019188,J. Snow,IND
00-0022744,J.Sorgi,IND
00-0015420,J.Sowell,NYJ
00-0034311,J.Stanton,CLE
00-0019518,J. Starkey,ARI
00-0027791,J.Starks,GB
00-0015698,J.Stewart,"DET, JAX"
00-0026153,J.Stewart,"CAR, NYG"
00-0029441,J.Stewart,"DEN, LV"
00-0035264,J.Stidham,NE
00-0015751,J.Stokes,SF
00-0030750,J.Stone,ATL
00-0026327,J.Sullivan,MIN
00-0016021,J. Tait,KC
00-0022679,J.Taylor,NYG
00-0036096,J.Taylor,NE
00-0036223,J.Taylor,IND
00-0030705,J.Thompson,DEN
00-0016440,J.Thrash,"PHI, WAS"
00-0028121,J.Todman,"IND, JAX, PIT"
00-0034684,J.Townsend,LV
00-0030076,J.Tretter,"CLE, GB"
00-0016654,J.Tucker,DAL
00-0029597,J.Tucker,BAL
00-0030024,J.Tuel,BUF
00-0021647,J.Urban,"ARI, KC"
00-0026644,J.Vaughan,"ATL, CAR"
00-0027674,J.Veldheer,LV
00-0036613,J.Waddle,MIA
00-0016972,J.Wade,"JAX, TB"
00-0021153,J.Walker,"DEN, GB"
00-0027683,J.Walton,DEN
00-0035924,J.Ward,ARI
00-0034676,J.Washington,PIT
00-0017303,J.Watson,LA
00-0027949,J.Watt,HOU
00-0024404,J.Webb,KC
00-0027796,J.Webb,"BUF, CAR, MIN"
00-0021223,J.Wells,HOU
00-0019057,J.White,"BAL, CLE, TB"
00-0028071,J.White,BUF
00-0031062,J.White,NE
00-0031512,J.Whitehead,GB
00-0017693,J.Wilkins,LA
00-0034400,J.Wilkins,IND
00-0017829,J.Williams,JAX
00-0019491,J.Williams,SEA
00-0027141,J.Williams,KC
00-0032975,J.Williams,"BUF, DET, IND, NO, WAS"
00-0033948,J.Williams,"DET, GB"
00-0036997,J.Williams,DEN
00-0034115,J.Wilson,SF
00-0034426,J.Wims,CHI
00-0031503,J.Winston,"NO, TB"
00-0018141,J.Witman,PIT
00-0022127,J.Witten,DAL
00-0034899,J.Wolford,LA
00-0022288,J.Wright,"ARI, ATL, CLE"
00-0029572,J.Wright,"CAR, MIN"
00-0031291,J.Wright,CIN
00-0018486,J.Zelenka,"JAX, SF"
00-0026223,J.Zuttah,TB
00-0030279,K.Allen,LAC
00-0034577,K.Allen,"CAR, WAS"
00-0021126,K.Amato,TEN
00-0000279,K.Anders,KC
00-0032152,Ka.Williams,BUF
00-0034799,K.Ballage,"LAC, MIA, NYJ, PIT"
00-0020474,K.Barlow,"NYJ, SF"
00-0030465,K.Barner,"ATL, CAR, NE, PHI, TB"
00-0026579,K.Bell,CHI
00-0034131,K.Benkert,GB
00-0031102,K.Bibbs,"DEN, GB, WAS"
00-0035099,K.Blasingame,TEN
00-0022164,K.Boller,"BAL, LA, LV"
00-0024390,K.Boothe,NYG
00-0025540,K.Boss,NYG
00-0033307,K.Bourne,NE
00-0027006,K.Britt,LA
00-0001980,K.Brown,"HOU, PIT"
00-0026268,K.Burton,LA
00-0033132,K.Byard,TEN
00-0002459,K.Bynum,LAC
00-0020754,K.Campbell,MIN
00-0031057,K.Carey,CHI
00-0002743,K.Carter,"CIN, NO, WAS"
00-0021747,K.Carter,SEA
00-0032115,K.Clay,"BUF, CAR"
00-0024264,K.Clemens,"LA, LAC, NYJ"
00-0022726,K.Colbert,CAR
00-0033681,"K.Cole, K.Cole Sr.","JAX, NYJ"
00-0019382,K.Coleman,DEN
00-0003292,"K. Collins, K.Collins","IND, LV, NYG, TEN"
00-0029604,K.Cousins,"MIN, WAS"
00-0034366,K.Coutee,HOU
00-0022001,K.Curtis,"LA, MIA"
00-0025633,K.Darby,"LA, TB"
