id,name,posteam
00-0030431,R.Woods,"BUF, LA"
00-0036020,S.Ahmed,MIA
00-0019647,S.Alexander,"SEA, WAS"
00-0030532,S.Bailey,LA
00-0034844,S.Barkley,NYG
00-0001112,S.Bennett,NYG
00-0001218,S.Beuerlein,"CAR, DEN"
00-0001471,S.Bono,CAR
00-0027854,S.Bradford,"ARI, LA, MIN, PHI"
00-0025529,S.Breaston,"ARI, KC"
00-0002159,S.Bryson,"BUF, DET"
00-0028174,S.Burton,JAX
00-0035039,S.Carlson,CLE
00-0002787,S.Case,"BAL, DET"
00-0034496,S.Chandler,CAR
00-0019790,S.Cheek,KC
00-0032166,S.Coates,PIT
00-0023537,S.Considine,BAL
00-0003557,S.Covington,"CIN, LA"
00-0034869,S.Darnold,"CAR, NYJ"
00-0004052,S.Davis,"CAR, LA, WAS"
00-0029868,S.Dawson,TB
00-0031588,S.Diggs,"BUF, MIN"
00-0028202,S.Draughn,"BAL, CLE, KC, LAC, SF"
00-0036879,S.Ehlinger,IND
00-0005609,S.Frost,CLE
00-0023074,S.Gado,"GB, HOU, LA, MIA"
00-0005822,S.Gash,"BAL, BUF"
00-0024340,S.Green,CIN
00-0026899,S.Greene,"NYJ, TEN"
00-0029006,S.Hakim,NYJ
00-0028178,S.Havili,"IND, PHI"
00-0020679,"Sh.Hill, S.Hill","DET, LA, MIN, SF"
00-0007389,S.Hicks,"TEN, WAS"
00-0024240,S.Holmes,"NYJ, PIT"
00-0008046,S.Irvin,DET
00-0022736,S.Jackson,"ATL, LA, NE"
00-0008313,S.Jefferson,"ATL, DET"
00-0031243,S.Johnson,JAX
00-0026364,"S.Johnson, St.Johnson",BUF
00-0028082,S.Keo,HOU
00-0009266,S.King,"ARI, TB"
00-0024417,S.Koch,BAL
00-0009584,S.Landeta,PHI
00-0028347,S.Lanning,CLE
00-0026323,S.Larsen,DEN
00-0019714,"S. Lechler, S.Lechler","HOU, LV"
00-0026491,S.Logan,DET
00-0031047,S.Long,NYJ
00-0010240,S.Mack,"HOU, JAX"
00-0022021,S.Mahan,TB
00-0032245,S.Mannion,"LA, MIN"
00-0030092,S.Martin,"DEN, DET"
00-0010560,"S. Matthews, S.Matthews","BUF, CHI, WAS"
00-0021581,S.McCullough,WAS
00-0020293,S.McDermott,HOU
00-0021981,S.McDonald,"DET, LA"
00-0027071,S.McGee,DAL
00-0010966,S.McKinney,HOU
00-0011024,S.McNair,"BAL, TEN"
00-0034845,S.Michel,"LA, NE"
00-0035298,S.Miller,TB
00-0011434,S.Mitchell,"BAL, CIN"
00-0019109,S.Montgomery,DEN
00-0011641,S.Morey,ARI
00-0035399,S.Morgan,CIN
00-0019484,S.Morris,"BUF, DAL, MIA, NE"
00-0019726,S.Morris,KC
00-0020494,S.Moss,"NYJ, WAS"
00-0024259,S.Moss,NYG
00-0035062,S.Mustipher,CHI
00-0030663,"Snead IV, W.Snead","BAL, NO"
00-0032592,S.Neasman,ATL
00-0019276,S.O'Hara,"CLE, NYG"
00-0022754,S.Parker,KC
00-0030839,S.Patton,TB
00-0033526,S.Perine,"CIN, MIA, WAS"
00-0031209,S.Perry,"BUF, MIA, TEN"
00-0036069,S.Phillips,HOU
00-0013028,"S. Player, S.Player",ARI
00-0013262,S.Pritchett,"ATL, CHI, MIA, PHI"
00-0032911,S.Pulley,LAC
00-0031008,S.Redd,WAS
00-0030569,S.Renfree,ATL
00-0025431,S.Rice,"MIN, SEA"
00-0030573,S.Richardson,NYJ
00-0028011,S.Ridley,"ATL, NE, NYJ, PIT"
00-0031166,S.Roberts,LV
00-0020480,"S. Rosenfels, S.Rosenfels","HOU, MIA, NYG"
00-0025447,S.Satele,"LV, MIA"
00-0028139,S.Schilling,SEA
00-0027770,S.Schillinger,ATL
00-0014742,S.Shaw,"CIN, CLE"
00-0032385,S.Shepard,NYG
00-0034928,S.Sims,WAS
00-0026229,S.Slaton,"HOU, MIA"
00-0020337,S.Smith,CAR
00-0021679,S.Smith,KC
00-0036572,S.Smith,CAR
00-0015627,S.Stenstrom,SF
00-0018971,S.Stith,JAX
00-0026953,S.Stroughter,TB
00-0023001,S.Suisham,PIT
00-0030282,S.Taylor,ARI
00-0034279,St. Brown,GB
00-0036963,St. Brown,DET
00-0028595,S.Tolzien,"GB, IND"
00-0020094,S.Trejo,DET
00-0025619,S.Vallos,SEA
00-0027994,S.Vereen,"NE, NYG"
00-0021530,S.Vines,DET
00-0022055,S.Wallace,"CLE, GB, SEA"
00-0017121,S.Walsh,IND
00-0030414,S.Ware,"KC, SEA"
00-0031325,S.Watkins,"BUF, KC"
00-0024110,S.Weatherford,"NO, NYG, NYJ"
00-0022832,S.Wells,"GB, LA"
00-0022538,S.Williams,BUF
00-0030471,S.Williams,CIN
00-0034621,S.Wilson,TB
00-0027986,S.Wisniewski,"JAX, LV"
00-0019553,S.Wynn,"CLE, MIN"
00-0031684,S.Wynn,JAX
00-0018441,S.Young,SF
00-0024549,S.Young,DEN
00-0018518,S.Zolak,MIA
00-0000104,T.Aikman,DAL
00-0000232,T.Allen,"BAL, NE, NO"
00-0027862,T.Alualu,JAX
00-0030525,T.Austin,"DAL, JAX, LA"
00-0000721,T.Banks,JAX
00-0000722,T.Banks,"BAL, HOU, WAS"
00-0000745,T.Barber,NYG
00-0000811,T.Barnhardt,NO
00-0022893,T.Bell,"DEN, DET"
00-0029269,T.Benjamin,"CLE, LAC"
00-0036376,T.Biadasz,DAL
00-0001224,T.Biakabutuka,CAR
00-0030112,T.Bohanon,"JAX, NYJ"
00-0001545,T.Bouman,"JAX, MIN, NO"
00-0033009,T.Boyd,CIN
00-0032462,T.Boykin,SEA
00-0034177,T.Boyle,"DET, GB"
00-0019596,T.Brady,"NE, TB"
00-0027121,T.Brandstater,LA
00-0030151,T.Bray,"CHI, KC"
00-0031237,T.Bridgewater,"CAR, DEN, MIN, NO"
00-0035551,T.Brooks-James,"ATL, PIT"
00-0002058,T.Brown,LV
00-0002068,T.Brown,NE
00-0019192,T.Brown,"BUF, SEA"
00-0030710,T.Burton,"CHI, IND, PHI"
00-0029205,T.Cadet,"BUF, CAR, NO, NYJ, SF"
00-0022087,T.Calico,TEN
00-0019649,T.Canidate,"LA, WAS"
00-0034164,T.Cannon,"BAL, CAR, NYJ, SF"
00-0032540,T.Carson,"DET, GB"
00-0021174,T.Carter,NYG
00-0025672,T.Castille,KC
00-0026262,T.Choice,"BUF, DAL, IND, WAS"
00-0025573,T.Clayton,"CLE, NE"
00-0033556,T.Cohen,CHI
00-0032058,T.Coleman,"ATL, NYJ, SF"
00-0003315,"T. Collins, T.Collins","CHI, KC, WAS"
00-0022388,T.Copper,"DAL, KC, NO"
00-0003535,T.Couch,CLE
00-0004054,T.Davis,"DEN, LV"
00-0004060,T.Davis,NO
00-0032423,T.Davis,"GB, LV"
00-0004230,T.Detmer,"CLE, DET"
00-0004293,T.Dilfer,"BAL, CLE, SEA, SF, TB"
00-0021376,T.Duckett,"ATL, DET, SEA, WAS"
00-0004673,T.Dwight,"ATL, LAC, LV, NE, NYJ"
00-0033838,T.Edmunds,"NO, PIT"
00-0004780,T.Edwards,"JAX, LA, PIT"
00-0025479,T.Edwards,"BUF, JAX, PHI"
00-0032404,T.Ervin,"GB, HOU"
00-0027093,T.Fiammetta,"CAR, DAL"
00-0020964,"T.Fisher, To.Fisher","GB, LA"
00-0022825,T.Fleming,TEN
00-0005324,T.Fletcher,LAC
00-0031228,T.Gabriel,"ATL, CHI, CLE"
00-0023740,T.Gafford,KC
00-0027888,T.Gerhart,"JAX, MIN"
00-0025396,T.Ginn,"ARI, CAR, MIA, NO, SF"
00-0006043,T.Glenn,"DAL, NE"
00-0035313,T.Godwin,JAX
00-0027788,T.Goethel,LV
00-0006101,T.Gonzalez,KC
00-0006181,T.Gowin,NO
00-0029660,T.Graham,BUF
00-0006299,T.Graziani,ATL
00-0033748,T.Green,DET
00-0006355,"T. Green, T.Green","KC, LA, MIA"
00-0032241,T.Gurley,"ATL, LA"
00-0019516,T.Hambrick,"ARI, DAL"
00-0019816,T.Hasselbeck,"ARI, NYG, WAS"
00-0020516,T.Heap,BAL
00-0031800,T.Heinicke,"CAR, HOU, WAS"
00-0020471,T.Henry,"BUF, DEN, TEN"
00-0033110,T.Higbee,LA
00-0036410,T.Higgins,CIN
00-0026289,T.Hightower,"ARI, NO, WAS"
00-0033040,T.Hill,KC
00-0033357,T.Hill,NO
00-0036856,T.Hill,CIN
00-0029608,T.Hilton,IND
00-0035229,T.Hockenson,DET
00-0027606,T.Holliday,DEN
00-0022116,T.Hollings,HOU
00-0007681,T.Holt,LA
00-0035594,T.Homer,SEA
00-0030781,T.Hopkins,CIN
00-0007749,T.Horne,LA
00-0020438,T.Houshmandzadeh,CIN
00-0025477,T.Hunt,PHI
00-0035993,T.Huntley,BAL
00-0019622,T.Husak,WAS
00-0007993,T.Hutton,MIA
00-0008196,T.Jackson,SF
00-0024279,T.Jackson,"MIN, SEA"
00-0022124,T.Jacobs,"SF, WAS"
00-0008391,T.Jervey,"ATL, SF"
00-0035457,T.Johnson,LAC
00-0035537,"T.Johnson, Ty.Johnson","DET, NYJ"
00-0019641,T.Jones,"ARI, CHI, KC, NYJ, TB"
00-0028063,T.Jones,"HOU, LV"
00-0031189,T.Jones,DET
00-0035860,T.Jones,NO
00-0008961,T.Junkin,ARI
00-0032445,T.Karras,MIA
00-0030506,T.Kelce,KC
00-0035544,T.Kennedy,DET
00-0030091,T.King,NYG
00-0009288,T.Kirby,"CLE, LV"
00-0037012,T.Lance,SF
00-0027607,T.Larsen,TB
00-0036971,T.Lawrence,JAX
00-0027253,T.Lewis,"BUF, CLE"
00-0032881,T.Lewis,NO
00-0032211,T.Lockett,SEA
00-0033789,T.Logan,"ARI, TB"
00-0031543,T.Long,LAC
00-0032472,T.Madden,SEA
00-0010261,"T. Maddox, T.Maddox",PIT
00-0031768,T.Magee,"BAL, SEA"
00-0010477,T.Martin,MIA
00-0019633,T.Martin,"LV, PIT"
00-0031391,T.Mason,LA
00-0026664,T.Masthay,GB
00-0010539,T.Mathis,ATL
00-0010596,T.Mayberry,TB
00-0032123,T.McBride,TEN
00-0010711,T.McClure,ATL
00-0032475,T.McEvoy,SEA
00-0035659,T.McLaurin,WAS
00-0035146,T.McSorley,BAL
00-0020448,T.Minor,"LA, MIA"
00-0033373,T.Mizzell,CHI
00-0032200,T.Montgomery,"BAL, GB, NO, NYJ"
00-0027114,T.Morstead,NO
00-0011902,T.Myslinski,DAL
00-0011915,T.Nalen,DEN
00-0022045,T.Newman,DAL
00-0012478,T.Owens,"BUF, DAL, PHI, SF"
00-0024812,T.Palko,KC
00-0033375,T.Patrick,DEN
00-0023623,T.Perry,CIN
00-0027801,T.Pike,CAR
00-0019606,T.Pinkston,PHI
00-0035261,T.Pollard,DAL
00-0029401,T.Poole,CAR
00-0033164,T.Pope,"LAC, NYJ, SEA"
00-0019609,T.Prentice,"CLE, MIN"
00-0028825,T.Pryor,"BUF, CLE, LV"
00-0034339,T.Quinn,WAS
00-0036523,T.Ragas,LV
00-0019623,T.Rattay,"ARI, SF, TB"
00-0031897,T.Rawls,SEA
00-0013694,T.Richardson,"KC, MIN, NYJ"
00-0029675,T.Richardson,"CLE, IND"
00-0030107,T.Riddick,"DET, LV"
00-0029066,T.Robinson,CIN
00-0021678,T.Romo,DAL
00-0014083,T.Rouen,"DEN, NYG"
00-0014377,T.Sauerbrun,"CAR, CHI"
00-0031064,T.Savage,HOU
00-0024276,T.Scheffler,"DEN, DET"
00-0018949,T.Seder,DAL
00-0036984,T.Sermon,SF
00-0032778,T.Sharpe,TEN
00-0030827,T.Shatley,JAX
00-0032156,T.Siemian,"DEN, NO, NYJ"
00-0015063,T.Small,PHI
00-0019587,T.Smith,"ARI, CLE, NO"
00-0025561,T.Smith,"BAL, SF"
00-0027996,T.Smith,"BAL, PHI"
00-0034278,T.Smith,HOU
00-0034765,T.Smith,NO
00-0015655,T.Stephens,LAC
00-0036433,T.Stevens,CAR
00-0015811,T.Streets,SF
00-0026790,T.Sutton,CAR
00-0036212,T.Tagovailoa,MIA
00-0022797,T.Tapeh,PHI
00-0019721,T.Taylor,"BAL, MIN"
00-0020112,T.Taylor,DAL
00-0033911,T.Taylor,TEN
00-0028118,"T.Taylor, Ty.Taylor","BAL, BUF, CLE, HOU, LAC"
00-0016160,T.Teague,BUF
00-0027876,T.Tebow,"DEN, NYJ"
00-0025604,T.Thigpen,"BUF, KC, MIA"
00-0016331,T.Thomas,"BUF, MIA"
00-0023192,T.Thompson,DAL
00-0035889,T.Townsend,KC
00-0037005,T.Tremble,CAR
00-0016683,T.Tupa,"NYJ, TB"
00-0027156,T.Underwood,TB
00-0016842,T.Vardell,SF
00-0031526,T.Varga,IND
00-0019552,T.Walters,"IND, MIN"
00-0031682,T.Ward,ATL
00-0017279,T.Washington,TB
00-0030856,T.Washington,JAX
00-0031793,T.Watson,"PHI, PIT"
00-0030985,T.Watts,LA
00-0030140,T.Way,WAS
00-0035259,T.Wesco,NYJ
00-0031375,T.West,"BAL, CLE, TEN"
00-0017486,T.Wheatley,LV
00-0017697,T.Wilkins,"IND, LA"
00-0023761,T.Williams,ATL
00-0030542,T.Williams,DAL
00-0031531,T.Williams,IND
00-0035291,T.Williams,CIN
00-0036457,T.Williams,BAL
00-0023442,T.Williamson,"JAX, MIN"
00-0029410,T.Wilson,DET
00-0021064,T.Wragge,LA
00-0029910,T.Wright,"NE, TB"
00-0028090,T.Yates,"ATL, HOU"
00-0032209,T.Yeldon,"BUF, JAX"
00-0027982,T.Young,DET
00-0032160,Ty.Williams,LAC
00-0029547,V.Ballard,IND
00-0027265,V.Cruz,NYG
00-0024221,V.Davis,SF
00-0028142,V.Green,DEN
00-0021279,V.Haynes,PIT
00-0023496,V.Jackson,"LAC, TB"
00-0036415,V.Jefferson,LA
00-0022224,V.King,MIA
00-0022397,V.Leach,"BAL, HOU"
00-0032188,V.Mayle,BAL
00-0030470,V.McDonald,PIT
00-0023508,V.Morency,"GB, HOU"
00-0034631,V.Smith,NYJ
00-0020273,V.Sutherland,SF
00-0016193,V.Testaverde,"CAR, DAL, NE, NYJ"
00-0024218,V.Young,"PHI, TEN"
00-0002962,W.Chrebet,NYJ
00-0020973,W.Dantzler,ATL
00-0034159,W.Dissly,SEA
00-0004640,W.Dunn,"ATL, TB"
00-0005361,W.Floyd,CAR
00-0021150,W.Green,CLE
00-0035251,W.Grier,CAR
00-0019481,W.Hayes,NYJ
00-0007254,W.Henderson,GB
00-0035489,W.Hills,DET
00-0028841,"Wi.Johnson, W.Johnson",PIT
00-0008210,W.Jackson,NO
00-0031314,W.Johnson,NYJ
00-0024384,W.Lundy,HOU
00-0032569,W.Lutz,NO
00-0022178,W.McGahee,"BAL, BUF, CLE, DEN"
00-0010843,W.McGarity,DAL
00-0024448,W.Montgomery,"CHI, WAS"
00-0011524,W.Moon,KC
00-0012368,W.Oliver,ATL
00-0022250,W.Parker,PIT
00-0012832,W.Perry,NO
00-0021923,W.Ponder,NYG
00-0028736,W.Powell,ARI
00-0031238,W.Richburg,SF
00-0013699,W.Richey,SF
00-0032782,W.Smallwood,"PHI, WAS"
00-0026557,W.Ta'ufo'ou,JAX
00-0027905,W.Tukuafu,SEA
00-0022427,W.Welker,"MIA, NE"
00-0020046,W.Williams,GB
00-0026319,X.Omon,BUF
00-0025461,Y.Figurs,"BAL, CLE, DET"
00-0003663,Z.Crockett,"LV, TB"
00-0025503,Z.DeOssie,NYG
00-0030061,Z.Ertz,"ARI, PHI"
00-0030997,Z.Fulton,KC
00-0033891,Z.Jones,"BUF, LV"
00-0023384,Z.Keasey,SF
00-0029931,Z.Line,"MIN, NO"
00-0031266,Z.Mettenberger,TEN
00-0027125,Z.Miller,JAX
00-0036251,Z.Moss,BUF
00-0033251,Z.Pascal,IND
00-0030536,Z.Stacy,"LA, NYJ"
00-0030855,Z.Tipton,IND
00-0037013,Z.Wilson,NYJ
00-0031665,Z.Zenner,"ARI, DET, NO"
